RIDER_ID,RIDER_NAME,OTP,FARE,DATE_,AVALABLE,JOURNEY,TAXI_NO,CUSTOMER_ID,CUSTOMER_NAME,OTP,JOURNEY
16,MAHENDER,5454,2000,2023-09-08,AVALABLE,BHAVNAGR,3000,13,ANUPA,5454,MANEKVALA
15,VISHAL,2212,1000,2023-03-01,AVALABLE,DHAMLEJ,3300,13,ANUPA,5454,MANEKVALA
14,KISAN,2343,2000,2023-04-05,AVALABLE,KANPUR,3330,13,ANUPA,5454,MANEKVALA
13,ISHAN,2234,9100,2023-03-02,NOTAVALABLE,MUDARA,2332,13,ANUPA,5454,MANEKVALA
12,VIRAT,2342,500,2023-04-01,AVALABLE,RAJORI,3423,13,ANUPA,5454,MANEKVALA
11,VIMAL,3453,200,2023-03-03,AVALABLE,KAJALI,7456,13,ANUPA,5454,MANEKVALA
10,MIRAJ,3233,300,2023-05-06,AVALABLE,MANINAGAR,4232,13,ANUPA,5454,MANEKVALA
9,PURV,2234,300,2023-06-07,AVALABLE,YADAVNAGAR,1233,13,ANUPA,5454,MANEKVALA
8,DISHANT,930,240,2023-04-06,AVALABLE,MITIYAZ,9342,13,ANUPA,5454,MANEKVALA
7,BRIJESH,2345,1000,2023-08-12,AVALABLE,JUNAGADH,5555,13,ANUPA,5454,MANEKVALA
6,JASMIT,8765,800,2023-06-09,NOTAVALABLE,KODINAR,2345,13,ANUPA,5454,MANEKVALA
5,ANAD,7575,200,2023-05-06,AVALABLE,VERAVAL,9987,13,ANUPA,5454,MANEKVALA
4,SANTOSH,2223,340,2023-03-04,AVALABLE,UNA,2222,13,ANUPA,5454,MANEKVALA
3,JAYRAJ,987,400,2023-03-03,AVALABLE,DIV,9798,13,ANUPA,5454,MANEKVALA
2,JASPAL,8574,500,2023-07-06,AVALABLE,RAJKOT,3000,13,ANUPA,5454,MANEKVALA
1,PARTHIV,1295,200,2011-10-15,AVALABLE,AHMDABAD,2345,13,ANUPA,5454,MANEKVALA
20,ADIYA,9865,2300,2023-03-01,AVALABLE,MIRZAPUR,3002,14,DUSHIYNT,5555,GADU
19,SHUBHAM,2233,1200,2023-01-01,AVALABLE,MENDARA,2220,14,DUSHIYNT,5555,GADU
18,NILESH,3243,1300,2023-12-12,AVALABLE,JAMU,2376,14,DUSHIYNT,5555,GADU
17,VIRENDR,2321,1500,2023-03-14,AVALABLE,JAMNAGAR,2400,14,DUSHIYNT,5555,GADU
16,MAHENDER,5454,2000,2023-09-08,AVALABLE,BHAVNAGR,3000,14,DUSHIYNT,5555,GADU
15,VISHAL,2212,1000,2023-03-01,AVALABLE,DHAMLEJ,3300,14,DUSHIYNT,5555,GADU
14,KISAN,2343,2000,2023-04-05,AVALABLE,KANPUR,3330,14,DUSHIYNT,5555,GADU
13,ISHAN,2234,9100,2023-03-02,NOTAVALABLE,MUDARA,2332,14,DUSHIYNT,5555,GADU
12,VIRAT,2342,500,2023-04-01,AVALABLE,RAJORI,3423,14,DUSHIYNT,5555,GADU
11,VIMAL,3453,200,2023-03-03,AVALABLE,KAJALI,7456,14,DUSHIYNT,5555,GADU
10,MIRAJ,3233,300,2023-05-06,AVALABLE,MANINAGAR,4232,14,DUSHIYNT,5555,GADU
9,PURV,2234,300,2023-06-07,AVALABLE,YADAVNAGAR,1233,14,DUSHIYNT,5555,GADU
8,DISHANT,930,240,2023-04-06,AVALABLE,MITIYAZ,9342,14,DUSHIYNT,5555,GADU
7,BRIJESH,2345,1000,2023-08-12,AVALABLE,JUNAGADH,5555,14,DUSHIYNT,5555,GADU
6,JASMIT,8765,800,2023-06-09,NOTAVALABLE,KODINAR,2345,14,DUSHIYNT,5555,GADU
5,ANAD,7575,200,2023-05-06,AVALABLE,VERAVAL,9987,14,DUSHIYNT,5555,GADU
4,SANTOSH,2223,340,2023-03-04,AVALABLE,UNA,2222,14,DUSHIYNT,5555,GADU
3,JAYRAJ,987,400,2023-03-03,AVALABLE,DIV,9798,14,DUSHIYNT,5555,GADU
2,JASPAL,8574,500,2023-07-06,AVALABLE,RAJKOT,3000,14,DUSHIYNT,5555,GADU
1,PARTHIV,1295,200,2011-10-15,AVALABLE,AHMDABAD,2345,14,DUSHIYNT,5555,GADU
20,ADIYA,9865,2300,2023-03-01,AVALABLE,MIRZAPUR,3002,15,ANKAT,2212,KODINAR
19,SHUBHAM,2233,1200,2023-01-01,AVALABLE,MENDARA,2220,15,ANKAT,2212,KODINAR
18,NILESH,3243,1300,2023-12-12,AVALABLE,JAMU,2376,15,ANKAT,2212,KODINAR
17,VIRENDR,2321,1500,2023-03-14,AVALABLE,JAMNAGAR,2400,15,ANKAT,2212,KODINAR
16,MAHENDER,5454,2000,2023-09-08,AVALABLE,BHAVNAGR,3000,15,ANKAT,2212,KODINAR
15,VISHAL,2212,1000,2023-03-01,AVALABLE,DHAMLEJ,3300,15,ANKAT,2212,KODINAR
14,KISAN,2343,2000,2023-04-05,AVALABLE,KANPUR,3330,15,ANKAT,2212,KODINAR
13,ISHAN,2234,9100,2023-03-02,NOTAVALABLE,MUDARA,2332,15,ANKAT,2212,KODINAR
12,VIRAT,2342,500,2023-04-01,AVALABLE,RAJORI,3423,15,ANKAT,2212,KODINAR
11,VIMAL,3453,200,2023-03-03,AVALABLE,KAJALI,7456,15,ANKAT,2212,KODINAR
10,MIRAJ,3233,300,2023-05-06,AVALABLE,MANINAGAR,4232,15,ANKAT,2212,KODINAR
9,PURV,2234,300,2023-06-07,AVALABLE,YADAVNAGAR,1233,15,ANKAT,2212,KODINAR
8,DISHANT,930,240,2023-04-06,AVALABLE,MITIYAZ,9342,15,ANKAT,2212,KODINAR
7,BRIJESH,2345,1000,2023-08-12,AVALABLE,JUNAGADH,5555,15,ANKAT,2212,KODINAR
6,JASMIT,8765,800,2023-06-09,NOTAVALABLE,KODINAR,2345,15,ANKAT,2212,KODINAR
5,ANAD,7575,200,2023-05-06,AVALABLE,VERAVAL,9987,15,ANKAT,2212,KODINAR
4,SANTOSH,2223,340,2023-03-04,AVALABLE,UNA,2222,15,ANKAT,2212,KODINAR
3,JAYRAJ,987,400,2023-03-03,AVALABLE,DIV,9798,15,ANKAT,2212,KODINAR
2,JASPAL,8574,500,2023-07-06,AVALABLE,RAJKOT,3000,15,ANKAT,2212,KODINAR
1,PARTHIV,1295,200,2011-10-15,AVALABLE,AHMDABAD,2345,15,ANKAT,2212,KODINAR
20,ADIYA,9865,2300,2023-03-01,AVALABLE,MIRZAPUR,3002,16,VASTA,3243,BARODA
19,SHUBHAM,2233,1200,2023-01-01,AVALABLE,MENDARA,2220,16,VASTA,3243,BARODA
18,NILESH,3243,1300,2023-12-12,AVALABLE,JAMU,2376,16,VASTA,3243,BARODA
17,VIRENDR,2321,1500,2023-03-14,AVALABLE,JAMNAGAR,2400,16,VASTA,3243,BARODA
16,MAHENDER,5454,2000,2023-09-08,AVALABLE,BHAVNAGR,3000,16,VASTA,3243,BARODA
15,VISHAL,2212,1000,2023-03-01,AVALABLE,DHAMLEJ,3300,16,VASTA,3243,BARODA
14,KISAN,2343,2000,2023-04-05,AVALABLE,KANPUR,3330,16,VASTA,3243,BARODA
13,ISHAN,2234,9100,2023-03-02,NOTAVALABLE,MUDARA,2332,16,VASTA,3243,BARODA
12,VIRAT,2342,500,2023-04-01,AVALABLE,RAJORI,3423,16,VASTA,3243,BARODA
11,VIMAL,3453,200,2023-03-03,AVALABLE,KAJALI,7456,16,VASTA,3243,BARODA
10,MIRAJ,3233,300,2023-05-06,AVALABLE,MANINAGAR,4232,16,VASTA,3243,BARODA
9,PURV,2234,300,2023-06-07,AVALABLE,YADAVNAGAR,1233,16,VASTA,3243,BARODA
8,DISHANT,930,240,2023-04-06,AVALABLE,MITIYAZ,9342,16,VASTA,3243,BARODA
7,BRIJESH,2345,1000,2023-08-12,AVALABLE,JUNAGADH,5555,16,VASTA,3243,BARODA
6,JASMIT,8765,800,2023-06-09,NOTAVALABLE,KODINAR,2345,16,VASTA,3243,BARODA
5,ANAD,7575,200,2023-05-06,AVALABLE,VERAVAL,9987,16,VASTA,3243,BARODA
4,SANTOSH,2223,340,2023-03-04,AVALABLE,UNA,2222,16,VASTA,3243,BARODA
3,JAYRAJ,987,400,2023-03-03,AVALABLE,DIV,9798,16,VASTA,3243,BARODA
2,JASPAL,8574,500,2023-07-06,AVALABLE,RAJKOT,3000,16,VASTA,3243,BARODA
1,PARTHIV,1295,200,2011-10-15,AVALABLE,AHMDABAD,2345,16,VASTA,3243,BARODA
20,ADIYA,9865,2300,2023-03-01,AVALABLE,MIRZAPUR,3002,17,DHUTI,2233,AHMDABAD
19,SHUBHAM,2233,1200,2023-01-01,AVALABLE,MENDARA,2220,17,DHUTI,2233,AHMDABAD
18,NILESH,3243,1300,2023-12-12,AVALABLE,JAMU,2376,17,DHUTI,2233,AHMDABAD
17,VIRENDR,2321,1500,2023-03-14,AVALABLE,JAMNAGAR,2400,17,DHUTI,2233,AHMDABAD
16,MAHENDER,5454,2000,2023-09-08,AVALABLE,BHAVNAGR,3000,17,DHUTI,2233,AHMDABAD
15,VISHAL,2212,1000,2023-03-01,AVALABLE,DHAMLEJ,3300,17,DHUTI,2233,AHMDABAD
14,KISAN,2343,2000,2023-04-05,AVALABLE,KANPUR,3330,17,DHUTI,2233,AHMDABAD
13,ISHAN,2234,9100,2023-03-02,NOTAVALABLE,MUDARA,2332,17,DHUTI,2233,AHMDABAD
12,VIRAT,2342,500,2023-04-01,AVALABLE,RAJORI,3423,17,DHUTI,2233,AHMDABAD
11,VIMAL,3453,200,2023-03-03,AVALABLE,KAJALI,7456,17,DHUTI,2233,AHMDABAD
10,MIRAJ,3233,300,2023-05-06,AVALABLE,MANINAGAR,4232,17,DHUTI,2233,AHMDABAD
9,PURV,2234,300,2023-06-07,AVALABLE,YADAVNAGAR,1233,17,DHUTI,2233,AHMDABAD
8,DISHANT,930,240,2023-04-06,AVALABLE,MITIYAZ,9342,17,DHUTI,2233,AHMDABAD
7,BRIJESH,2345,1000,2023-08-12,AVALABLE,JUNAGADH,5555,17,DHUTI,2233,AHMDABAD
6,JASMIT,8765,800,2023-06-09,NOTAVALABLE,KODINAR,2345,17,DHUTI,2233,AHMDABAD
5,ANAD,7575,200,2023-05-06,AVALABLE,VERAVAL,9987,17,DHUTI,2233,AHMDABAD
4,SANTOSH,2223,340,2023-03-04,AVALABLE,UNA,2222,17,DHUTI,2233,AHMDABAD
3,JAYRAJ,987,400,2023-03-03,AVALABLE,DIV,9798,17,DHUTI,2233,AHMDABAD
2,JASPAL,8574,500,2023-07-06,AVALABLE,RAJKOT,3000,17,DHUTI,2233,AHMDABAD
1,PARTHIV,1295,200,2011-10-15,AVALABLE,AHMDABAD,2345,17,DHUTI,2233,AHMDABAD
20,ADIYA,9865,2300,2023-03-01,AVALABLE,MIRZAPUR,3002,18,ANKITA,9865,VARODARA
19,SHUBHAM,2233,1200,2023-01-01,AVALABLE,MENDARA,2220,18,ANKITA,9865,VARODARA
18,NILESH,3243,1300,2023-12-12,AVALABLE,JAMU,2376,18,ANKITA,9865,VARODARA
17,VIRENDR,2321,1500,2023-03-14,AVALABLE,JAMNAGAR,2400,18,ANKITA,9865,VARODARA
16,MAHENDER,5454,2000,2023-09-08,AVALABLE,BHAVNAGR,3000,18,ANKITA,9865,VARODARA
15,VISHAL,2212,1000,2023-03-01,AVALABLE,DHAMLEJ,3300,18,ANKITA,9865,VARODARA
14,KISAN,2343,2000,2023-04-05,AVALABLE,KANPUR,3330,18,ANKITA,9865,VARODARA
13,ISHAN,2234,9100,2023-03-02,NOTAVALABLE,MUDARA,2332,18,ANKITA,9865,VARODARA
12,VIRAT,2342,500,2023-04-01,AVALABLE,RAJORI,3423,18,ANKITA,9865,VARODARA
11,VIMAL,3453,200,2023-03-03,AVALABLE,KAJALI,7456,18,ANKITA,9865,VARODARA
10,MIRAJ,3233,300,2023-05-06,AVALABLE,MANINAGAR,4232,18,ANKITA,9865,VARODARA
9,PURV,2234,300,2023-06-07,AVALABLE,YADAVNAGAR,1233,18,ANKITA,9865,VARODARA
8,DISHANT,930,240,2023-04-06,AVALABLE,MITIYAZ,9342,18,ANKITA,9865,VARODARA
7,BRIJESH,2345,1000,2023-08-12,AVALABLE,JUNAGADH,5555,18,ANKITA,9865,VARODARA
6,JASMIT,8765,800,2023-06-09,NOTAVALABLE,KODINAR,2345,18,ANKITA,9865,VARODARA
5,ANAD,7575,200,2023-05-06,AVALABLE,VERAVAL,9987,18,ANKITA,9865,VARODARA
4,SANTOSH,2223,340,2023-03-04,AVALABLE,UNA,2222,18,ANKITA,9865,VARODARA
3,JAYRAJ,987,400,2023-03-03,AVALABLE,DIV,9798,18,ANKITA,9865,VARODARA
2,JASPAL,8574,500,2023-07-06,AVALABLE,RAJKOT,3000,18,ANKITA,9865,VARODARA
1,PARTHIV,1295,200,2011-10-15,AVALABLE,AHMDABAD,2345,18,ANKITA,9865,VARODARA
20,ADIYA,9865,2300,2023-03-01,AVALABLE,MIRZAPUR,3002,19,NIRAMAL,3321,PRACHI
19,SHUBHAM,2233,1200,2023-01-01,AVALABLE,MENDARA,2220,19,NIRAMAL,3321,PRACHI
18,NILESH,3243,1300,2023-12-12,AVALABLE,JAMU,2376,19,NIRAMAL,3321,PRACHI
17,VIRENDR,2321,1500,2023-03-14,AVALABLE,JAMNAGAR,2400,19,NIRAMAL,3321,PRACHI
16,MAHENDER,5454,2000,2023-09-08,AVALABLE,BHAVNAGR,3000,19,NIRAMAL,3321,PRACHI
15,VISHAL,2212,1000,2023-03-01,AVALABLE,DHAMLEJ,3300,19,NIRAMAL,3321,PRACHI
14,KISAN,2343,2000,2023-04-05,AVALABLE,KANPUR,3330,19,NIRAMAL,3321,PRACHI
13,ISHAN,2234,9100,2023-03-02,NOTAVALABLE,MUDARA,2332,19,NIRAMAL,3321,PRACHI
12,VIRAT,2342,500,2023-04-01,AVALABLE,RAJORI,3423,19,NIRAMAL,3321,PRACHI
11,VIMAL,3453,200,2023-03-03,AVALABLE,KAJALI,7456,19,NIRAMAL,3321,PRACHI
10,MIRAJ,3233,300,2023-05-06,AVALABLE,MANINAGAR,4232,19,NIRAMAL,3321,PRACHI
9,PURV,2234,300,2023-06-07,AVALABLE,YADAVNAGAR,1233,19,NIRAMAL,3321,PRACHI
8,DISHANT,930,240,2023-04-06,AVALABLE,MITIYAZ,9342,19,NIRAMAL,3321,PRACHI
7,BRIJESH,2345,1000,2023-08-12,AVALABLE,JUNAGADH,5555,19,NIRAMAL,3321,PRACHI
6,JASMIT,8765,800,2023-06-09,NOTAVALABLE,KODINAR,2345,19,NIRAMAL,3321,PRACHI
5,ANAD,7575,200,2023-05-06,AVALABLE,VERAVAL,9987,19,NIRAMAL,3321,PRACHI
4,SANTOSH,2223,340,2023-03-04,AVALABLE,UNA,2222,19,NIRAMAL,3321,PRACHI
3,JAYRAJ,987,400,2023-03-03,AVALABLE,DIV,9798,19,NIRAMAL,3321,PRACHI
2,JASPAL,8574,500,2023-07-06,AVALABLE,RAJKOT,3000,19,NIRAMAL,3321,PRACHI
1,PARTHIV,1295,200,2011-10-15,AVALABLE,AHMDABAD,2345,19,NIRAMAL,3321,PRACHI
20,ADIYA,9865,2300,2023-03-01,AVALABLE,MIRZAPUR,3002,20,NIRALI,3345,RAJKOT
19,SHUBHAM,2233,1200,2023-01-01,AVALABLE,MENDARA,2220,20,NIRALI,3345,RAJKOT
18,NILESH,3243,1300,2023-12-12,AVALABLE,JAMU,2376,20,NIRALI,3345,RAJKOT
17,VIRENDR,2321,1500,2023-03-14,AVALABLE,JAMNAGAR,2400,20,NIRALI,3345,RAJKOT
16,MAHENDER,5454,2000,2023-09-08,AVALABLE,BHAVNAGR,3000,20,NIRALI,3345,RAJKOT
15,VISHAL,2212,1000,2023-03-01,AVALABLE,DHAMLEJ,3300,20,NIRALI,3345,RAJKOT
14,KISAN,2343,2000,2023-04-05,AVALABLE,KANPUR,3330,20,NIRALI,3345,RAJKOT
13,ISHAN,2234,9100,2023-03-02,NOTAVALABLE,MUDARA,2332,20,NIRALI,3345,RAJKOT
12,VIRAT,2342,500,2023-04-01,AVALABLE,RAJORI,3423,20,NIRALI,3345,RAJKOT
11,VIMAL,3453,200,2023-03-03,AVALABLE,KAJALI,7456,20,NIRALI,3345,RAJKOT
10,MIRAJ,3233,300,2023-05-06,AVALABLE,MANINAGAR,4232,20,NIRALI,3345,RAJKOT
9,PURV,2234,300,2023-06-07,AVALABLE,YADAVNAGAR,1233,20,NIRALI,3345,RAJKOT
8,DISHANT,930,240,2023-04-06,AVALABLE,MITIYAZ,9342,20,NIRALI,3345,RAJKOT
7,BRIJESH,2345,1000,2023-08-12,AVALABLE,JUNAGADH,5555,20,NIRALI,3345,RAJKOT
6,JASMIT,8765,800,2023-06-09,NOTAVALABLE,KODINAR,2345,20,NIRALI,3345,RAJKOT
5,ANAD,7575,200,2023-05-06,AVALABLE,VERAVAL,9987,20,NIRALI,3345,RAJKOT
4,SANTOSH,2223,340,2023-03-04,AVALABLE,UNA,2222,20,NIRALI,3345,RAJKOT
3,JAYRAJ,987,400,2023-03-03,AVALABLE,DIV,9798,20,NIRALI,3345,RAJKOT
2,JASPAL,8574,500,2023-07-06,AVALABLE,RAJKOT,3000,20,NIRALI,3345,RAJKOT
1,PARTHIV,1295,200,2011-10-15,AVALABLE,AHMDABAD,2345,20,NIRALI,3345,RAJKOT
